Price,Close,High,Low,Open,Volume
2000-04-06,11114.26953125,11201.1396484375,11029.5595703125,11029.5595703125,161820000
2000-04-07,11111.48046875,11192.4501953125,11062.76953125,11122.0302734375,156500000
2000-04-10,11186.5595703125,11287.7001953125,11097.2099609375,11114.8896484375,150070000
2000-04-11,11287.080078125,11361.150390625,11102.48046875,11180.98046875,171130000
2000-04-12,11125.1298828125,11425.4501953125,11116.75,11283.0498046875,234780000
2000-04-13,10923.5498046875,11144.0595703125,10920.759765625,11132.580078125,200240000
2000-04-14,10305.76953125,10922.849609375,10201.5302734375,10922.849609375,267580000
2000-04-17,10582.509765625,10583.75,10232.5498046875,10303.2900390625,247520000
2000-04-18,10767.419921875,10773.9296875,10571.33984375,10584.01953125,218380000
2000-04-19,10674.9599609375,10789.4404296875,10632.150390625,10748.9697265625,193860000
2000-04-20,10844.0498046875,10845.2900390625,10665.08984375,10668.1904296875,158390000
2000-04-24,10906.099609375,10910.75,10695.4404296875,10822.330078125,295330000
2000-04-25,11124.8203125,11136.6103515625,10881.0400390625,10916.650390625,240200000
2000-04-26,10945.5,11141.8798828125,10902.0595703125,11127.919921875,198970000
2000-04-27,10888.099609375,10941.91015625,10747.25,10941.91015625,192920000
2000-04-28,10733.91015625,10959.23046875,10715.2998046875,10892.759765625,173520000
2000-05-01,10811.7802734375,10926.259765625,10724.2197265625,10749.419921875,174020000
2000-05-02,10731.1201171875,10824.5,10710.01953125,10805.580078125,208610000
2000-05-03,10480.1298828125,10732.2099609375,10400.08984375,10732.2099609375,200220000
2000-05-04,10412.490234375,10523.099609375,10407.5302734375,10478.8896484375,169170000
2000-05-05,10577.8603515625,10585.919921875,10375.8095703125,10409.7001953125,138300000
2000-05-08,10603.6298828125,10627.849609375,10522.0703125,10571.3095703125,144180000
2000-05-09,10536.75,10684.849609375,10514.25,10607.5400390625,166320000
2000-05-10,10367.7802734375,10533.08984375,10292.099609375,10533.08984375,225970000
2000-05-11,10545.9697265625,10575.099609375,10369.26953125,10369.26953125,185720000
2000-05-12,10609.3701171875,10673.7900390625,10543.919921875,10549.0595703125,137770000
2000-05-15,10807.7802734375,10811.5498046875,10605.259765625,10606.9697265625,155810000
2000-05-16,10934.5703125,10971.240234375,10816.009765625,10816.009765625,181920000
2000-05-17,10769.740234375,10930.6396484375,10752.6103515625,10930.6396484375,169570000
2000-05-18,10777.2802734375,10864.3203125,10764.259765625,10771.7998046875,161220000
2000-05-19,10626.849609375,10764.2197265625,10570.650390625,10764.2197265625,188270000
2000-05-22,10542.5498046875,10664.5400390625,10369.490234375,10624.7900390625,185570000
2000-05-23,10422.26953125,10557.4501953125,10416.7802734375,10539.1201171875,157080000
2000-05-24,10535.349609375,10554.8798828125,10364.009765625,10420.900390625,225350000
2000-05-25,10323.919921875,10558.650390625,10266.0,10529.8701171875,184380000
2000-05-26,10299.240234375,10387.66015625,10258.8095703125,10322.8896484375,129200000
2000-05-30,10527.1298828125,10528.150390625,10302.3095703125,10302.3095703125,165450000
2000-05-31,10522.330078125,10599.4296875,10490.7998046875,10528.2802734375,162880000
2000-06-01,10652.2001953125,10673.4501953125,10513.080078125,10532.26953125,183990000
2000-06-02,10794.759765625,10846.080078125,10660.08984375,10660.08984375,200900000
2000-06-05,10815.2998046875,10863.0,10752.2802734375,10793.1103515625,151120000
2000-06-06,10735.5703125,10822.6103515625,10707.7197265625,10822.6103515625,169370000
2000-06-07,10812.8603515625,10848.3798828125,10695.1796875,10733.48046875,154430000
2000-06-08,10668.7197265625,10823.66015625,10635.73046875,10818.7802734375,176280000
2000-06-09,10614.0595703125,10763.76953125,10588.2900390625,10678.4697265625,136750000
2000-06-12,10564.2099609375,10652.58984375,10564.2099609375,10615.1201171875,136750000
2000-06-13,10621.83984375,10654.7197265625,10492.7900390625,10562.3095703125,155190000
2000-06-14,10687.9501953125,10737.7099609375,10624.6796875,10632.4599609375,166340000
2000-06-15,10714.8203125,10763.7001953125,10669.2099609375,10689.6298828125,176200000
2000-06-16,10449.2998046875,10724.830078125,10449.2998046875,10717.759765625,233100000
2000-06-19,10557.83984375,10597.4404296875,10440.1103515625,10448.400390625,169330000
2000-06-20,10435.16015625,10561.3798828125,10407.9404296875,10558.900390625,179000000
2000-06-21,10497.740234375,10521.0703125,10410.0595703125,10446.830078125,204540000
2000-06-22,10376.1201171875,10495.9697265625,10335.4599609375,10495.9697265625,189280000
2000-06-23,10404.75,10478.650390625,10376.4697265625,10376.4697265625,142390000
2000-06-26,10542.990234375,10566.6796875,10403.6904296875,10403.6904296875,157390000
2000-06-27,10504.4599609375,10615.830078125,10504.4599609375,10541.580078125,159240000
2000-06-28,10527.7900390625,10620.419921875,10506.3896484375,10506.3896484375,189270000
2000-06-29,10398.0400390625,10523.900390625,10359.5,10523.900390625,168670000
2000-06-30,10447.8896484375,10448.240234375,10336.16015625,10393.08984375,224060000
2000-07-03,10560.669921875,10565.6201171875,10422.080078125,10450.3603515625,74690000
2000-07-05,10483.599609375,10572.6904296875,10463.1796875,10538.23046875,154490000
2000-07-06,10481.4697265625,10527.7900390625,10393.08984375,10481.4501953125,147120000
2000-07-07,10635.98046875,10658.25,10483.330078125,10483.330078125,158820000
2000-07-10,10646.580078125,10703.150390625,10604.8603515625,10627.1396484375,148470000
2000-07-11,10727.1904296875,10807.4501953125,10626.7900390625,10649.0595703125,160920000
2000-07-12,10783.759765625,10834.3203125,10722.240234375,10722.240234375,151430000
2000-07-13,10788.7099609375,10829.73046875,10754.419921875,10774.919921875,175240000
2000-07-14,10812.75,10821.9501953125,10753.7099609375,10793.3095703125,150970000
2000-07-17,10804.26953125,10847.400390625,10749.4697265625,10812.400390625,162780000
2000-07-18,10739.919921875,10799.16015625,10703.0595703125,10799.16015625,170620000
2000-07-19,10696.080078125,10790.48046875,10685.48046875,10724.150390625,213930000
2000-07-20,10843.8701171875,10874.6298828125,10700.6796875,10700.6796875,178590000
2000-07-21,10733.5595703125,10851.650390625,10716.150390625,10843.509765625,170710000
2000-07-24,10685.1201171875,10778.1103515625,10678.400390625,10731.4404296875,147970000
2000-07-25,10699.9697265625,10744.51953125,10680.169921875,10689.2802734375,168950000
2000-07-26,10516.48046875,10692.5498046875,10516.48046875,10689.3603515625,201880000
2000-07-27,10586.1298828125,10643.400390625,10516.830078125,10516.830078125,160760000
2000-07-28,10511.169921875,10649.0595703125,10464.5,10594.9697265625,174720000
2000-07-31,10521.98046875,10603.2900390625,10497.7998046875,10514.2900390625,175820000
2000-08-01,10606.9501953125,10626.919921875,10516.759765625,10523.8095703125,151420000
2000-08-02,10687.5302734375,10724.5302734375,10587.5400390625,10609.150390625,163400000
2000-08-03,10706.580078125,10744.3095703125,10623.4404296875,10679.3701171875,161580000
2000-08-04,10767.75,10769.9501953125,10664.4599609375,10713.3603515625,150750000
2000-08-07,10867.009765625,10892.2802734375,10736.98046875,10773.98046875,145090000
2000-08-08,10976.8896484375,10988.25,10836.6103515625,10865.150390625,204720000
2000-08-09,10905.830078125,10978.26953125,10892.650390625,10970.9404296875,186430000
2000-08-10,10908.759765625,10946.490234375,10886.7900390625,10901.0595703125,144290000
2000-08-11,11027.7998046875,11067.73046875,10902.6796875,10905.98046875,155120000
2000-08-14,11176.1396484375,11177.6103515625,11006.1904296875,11027.0703125,140280000
2000-08-15,11067.0,11175.0498046875,11046.1201171875,11175.0498046875,155190000
2000-08-16,11008.3896484375,11088.9697265625,10961.1396484375,11068.830078125,162550000
2000-08-17,11055.6396484375,11091.5400390625,10984.400390625,11010.9501953125,177570000
2000-08-18,11046.48046875,11082.3798828125,11006.1904296875,11051.2001953125,164870000
2000-08-21,11079.8095703125,11106.1904296875,11027.0703125,11058.849609375,147300000
2000-08-22,11139.150390625,11189.7001953125,11081.2802734375,11082.2001953125,146810000
2000-08-23,11144.650390625,11172.2998046875,11059.669921875,11130.5498046875,145650000
2000-08-24,11182.740234375,11197.759765625,11120.099609375,11143.91015625,143970000
2000-08-25,11192.6298828125,11210.9404296875,11155.6298828125,11182.740234375,127920000
2000-08-28,11252.83984375,11319.0595703125,11188.9296875,11194.48046875,166710000
2000-08-29,11215.099609375,11256.169921875,11196.599609375,11249.26953125,149300000
2000-08-30,11103.009765625,11210.2900390625,11096.349609375,11209.009765625,146490000
2000-08-31,11215.099609375,11310.5498046875,11104.8603515625,11105.23046875,183320000
2000-09-01,11238.7802734375,11313.599609375,11219.5400390625,11219.5400390625,125140000
2000-09-05,11260.6103515625,11301.669921875,11184.76953125,11221.759765625,174500000
2000-09-06,11310.6396484375,11401.1904296875,11253.2099609375,11253.580078125,224760000
2000-09-07,11259.8701171875,11323.8701171875,11223.240234375,11316.009765625,222220000
2000-09-08,11220.650390625,11261.7197265625,11191.0498046875,11261.7197265625,181620000
2000-09-11,11195.490234375,11286.1298828125,11139.259765625,11219.5400390625,160120000
2000-09-12,11233.23046875,11255.7998046875,11113.73046875,11197.7099609375,172030000
2000-09-13,11182.1796875,11231.009765625,11140.740234375,11225.0302734375,216210000
2000-09-14,11087.4697265625,11208.0703125,11069.33984375,11189.580078125,218810000
2000-09-15,10927.0,11110.0400390625,10916.919921875,11087.83984375,291270000
2000-09-18,10808.51953125,10935.580078125,10798.169921875,10926.419921875,198950000
2000-09-19,10789.2900390625,10839.1396484375,10761.91015625,10812.2197265625,214080000
2000-09-20,10687.919921875,10824.0595703125,10567.3203125,10794.4697265625,243780000
2000-09-21,10765.51953125,10783.3701171875,10660.5400390625,10680.51953125,186170000
2000-09-22,10847.3701171875,10858.099609375,10621.7001953125,10678.2998046875,487370000
2000-09-25,10808.150390625,10897.3095703125,10783.0,10847.3701171875,259920000
2000-09-26,10631.3203125,10813.240234375,10615.7802734375,10806.2998046875,321770000
2000-09-27,10628.3603515625,10678.669921875,10579.51953125,10631.3203125,271660000
2000-09-28,10824.0595703125,10856.25,10623.1796875,10629.83984375,233190000
2000-09-29,10650.919921875,10821.400390625,10650.5498046875,10821.400390625,236360000
2000-10-02,10700.1298828125,10721.2197265625,10631.3203125,10659.0595703125,215090000
2000-10-03,10719.740234375,10857.73046875,10709.83984375,10709.83984375,259600000
2000-10-04,10784.48046875,10849.9599609375,10713.6201171875,10723.330078125,264380000
2000-10-05,10724.919921875,10843.2998046875,10722.7001953125,10783.7197265625,217400000
2000-10-06,10596.5400390625,10779.849609375,10518.849609375,10726.759765625,237860000
2000-10-09,10568.4296875,10641.3095703125,10546.23046875,10596.91015625,167770000
2000-10-10,10524.400390625,10623.5498046875,10488.8896484375,10569.169921875,212070000
2000-10-11,10413.7900390625,10566.580078125,10350.8896484375,10521.0703125,324520000
2000-10-12,10034.580078125,10460.400390625,10023.490234375,10424.1396484375,367130000
2000-10-13,10192.1796875,10208.08984375,10014.240234375,10031.6201171875,300410000
2000-10-16,10238.7998046875,10272.08984375,10177.759765625,10184.7802734375,270220000
2000-10-17,10089.7099609375,10293.919921875,10026.4501953125,10242.8701171875,253140000
2000-10-18,9975.01953125,10085.990234375,9654.6396484375,10085.990234375,372410000
2000-10-19,10142.98046875,10142.98046875,10014.6103515625,10014.6103515625,343710000
2000-10-20,10226.58984375,10229.5498046875,10067.509765625,10141.1298828125,319750000
2000-10-23,10271.7197265625,10361.25,10216.23046875,10230.2900390625,339180000
2000-10-24,10393.0703125,10439.3095703125,10273.5703125,10273.5703125,274990000
2000-10-25,10326.48046875,10461.9697265625,10306.58984375,10395.66015625,312490000
2000-10-26,10380.1201171875,10454.849609375,10265.0595703125,10326.48046875,277120000
2000-10-27,10590.6201171875,10590.6201171875,10380.8603515625,10381.599609375,377740000
2000-10-30,10835.76953125,10869.51953125,10578.490234375,10588.0595703125,266040000
2000-10-31,10971.1396484375,10995.41015625,10812.259765625,10835.3896484375,281800000
2000-11-01,10899.4697265625,10993.509765625,10838.0400390625,10966.2099609375,249720000
2000-11-02,10880.509765625,10946.490234375,10869.900390625,10903.169921875,250440000
2000-11-03,10817.9501953125,10883.169921875,10756.900390625,10883.169921875,195280000
2000-11-06,10977.2099609375,11006.5,10809.98046875,10820.599609375,186860000
2000-11-07,10952.1796875,10996.5498046875,10926.01953125,10978.7197265625,171150000
2000-11-08,10907.0595703125,11002.23046875,10903.26953125,10954.33984375,264700000
2000-11-09,10834.25,10902.1103515625,10618.490234375,10902.1103515625,252890000
2000-11-10,10602.9501953125,10813.7802734375,10602.5703125,10813.7802734375,273910000
2000-11-13,10517.25,10595.73046875,10369.740234375,10595.349609375,298020000
2000-11-14,10681.0595703125,10728.3603515625,10528.25,10528.25,227080000
2000-11-15,10707.599609375,10799.3701171875,10635.9404296875,10681.2099609375,189850000
2000-11-16,10656.0302734375,10757.66015625,10639.349609375,10705.330078125,175280000
2000-11-17,10629.8701171875,10762.58984375,10565.7900390625,10657.1298828125,221680000
2000-11-20,10462.650390625,10624.2802734375,10449.2802734375,10624.1796875,203170000
2000-11-21,10494.5,10569.009765625,10415.25,10465.5703125,191420000
2000-11-22,10399.3203125,10493.26953125,10371.6396484375,10484.259765625,204630000
2000-11-24,10470.23046875,10508.150390625,10397.0498046875,10403.8701171875,87980000
2000-11-27,10546.0703125,10626.83984375,10479.330078125,10479.330078125,203320000
2000-11-28,10507.580078125,10613.9404296875,10489.5703125,10537.8603515625,235020000
2000-11-29,10629.1103515625,10646.169921875,10480.830078125,10502.740234375,235620000
2000-11-30,10414.490234375,10610.5302734375,10292.3896484375,10610.5302734375,362290000
2000-12-01,10373.5400390625,10524.4501953125,10348.7001953125,10416.759765625,301730000
2000-12-04,10560.9501953125,10604.4599609375,10319.3095703125,10377.330078125,261400000
2000-12-05,10898.7197265625,10917.2998046875,10576.7802734375,10576.7802734375,291620000
2000-12-06,10664.3798828125,10896.1396484375,10620.8603515625,10896.1396484375,312570000
2000-12-07,10617.3603515625,10689.01953125,10583.23046875,10644.66015625,249400000
2000-12-08,10712.91015625,10803.5400390625,10631.8603515625,10632.1396484375,275080000
2000-12-11,10725.7998046875,10792.16015625,10670.0595703125,10719.3603515625,256450000
2000-12-12,10768.26953125,10856.25,10703.8095703125,10725.7998046875,238100000
2000-12-13,10794.4404296875,10915.400390625,10772.5400390625,10777.9501953125,239430000
2000-12-14,10674.990234375,10798.990234375,10615.83984375,10794.8203125,193430000
2000-12-15,10434.9599609375,10653.3798828125,10434.58984375,10647.98046875,479460000
2000-12-18,10645.419921875,10679.919921875,10433.33984375,10433.33984375,217520000
2000-12-19,10584.3701171875,10784.580078125,10582.849609375,10643.1396484375,278950000
2000-12-20,10318.9296875,10580.9697265625,10318.9296875,10580.9697265625,311500000
2000-12-21,10487.2900390625,10520.4697265625,10299.2099609375,10314.3798828125,321300000
2000-12-22,10635.5595703125,10640.8701171875,10475.349609375,10495.259765625,230880000
2000-12-26,10692.4404296875,10701.16015625,10597.6396484375,10638.2099609375,153960000
2000-12-27,10803.16015625,10828.9404296875,10645.0400390625,10690.099609375,190400000
2000-12-28,10868.759765625,10901.3701171875,10774.7197265625,10795.2001953125,188600000
2000-12-29,10787.990234375,10917.6796875,10758.3203125,10868.759765625,210800000
2001-01-02,10646.150390625,10797.01953125,10585.3603515625,10790.919921875,253300000
2001-01-03,10945.75,11019.0498046875,10581.08984375,10637.419921875,420720000
2001-01-04,10912.41015625,11028.0,10888.419921875,10944.9404296875,382800000
2001-01-05,10662.009765625,10919.419921875,10627.75,10912.8095703125,272650000
2001-01-08,10621.349609375,10700.849609375,10516.01953125,10658.73046875,225780000
2001-01-09,10572.5498046875,10680.7197265625,10531.0703125,10625.2099609375,254160000
2001-01-10,10604.26953125,10611.58984375,10472.509765625,10568.48046875,263700000
2001-01-11,10609.5498046875,10638.01953125,10552.6201171875,10600.2001953125,279720000
2001-01-12,10525.3798828125,10623.8896484375,10468.0400390625,10608.740234375,247020000
2001-01-16,10652.66015625,10664.0498046875,10486.6396484375,10525.7802734375,233330000
2001-01-17,10584.33984375,10705.9296875,10545.2998046875,10660.9501953125,304800000
2001-01-18,10678.2802734375,10737.240234375,10567.4697265625,10584.5703125,307320000
2001-01-19,10587.58984375,10717.7197265625,10564.009765625,10686.0,363100000
2001-01-22,10578.240234375,10634.3603515625,10509.919921875,10581.900390625,233850000
2001-01-23,10649.8095703125,10679.08984375,10553.83984375,10575.7998046875,269970000
2001-01-24,10646.9697265625,10680.3095703125,10619.7197265625,10651.849609375,283190000
2001-01-25,10729.51953125,10778.7197265625,10633.4404296875,10664.5302734375,249120000
2001-01-26,10659.98046875,10742.9404296875,10625.009765625,10727.080078125,232990000
2001-01-29,10702.1904296875,10725.1396484375,10612.5302734375,10657.1298828125,224980000
2001-01-30,10881.2001953125,10900.76953125,10682.9599609375,10702.1904296875,242900000
2001-01-31,10887.3603515625,10957.5,10832.580078125,10882.25,280560000
2001-02-01,10983.6298828125,10983.7998046875,10864.169921875,10884.8203125,221680000
2001-02-02,10864.099609375,11022.7802734375,10848.580078125,10982.7099609375,206940000
2001-02-05,10965.849609375,10977.66015625,10851.4296875,10860.4404296875,189850000
2001-02-06,10957.419921875,11035.1396484375,10932.1796875,10965.0302734375,199510000
2001-02-07,10946.7197265625,11004.0400390625,10911.259765625,10948.9501953125,236350000
2001-02-08,10880.5498046875,10965.2001953125,10871.5,10940.6201171875,208300000
2001-02-09,10781.4501953125,10889.2197265625,10754.9599609375,10878.509765625,207600000
2001-02-12,10946.76953125,10953.6298828125,10771.650390625,10779.419921875,176090000
2001-02-13,10903.3203125,11012.900390625,10894.33984375,10950.1796875,198270000
2001-02-14,10795.41015625,10917.91015625,10780.41015625,10899.419921875,189300000
2001-02-15,10891.01953125,10922.580078125,10800.650390625,10800.650390625,219670000
2001-02-16,10799.8203125,10884.1103515625,10722.150390625,10884.1103515625,202390000
2001-02-20,10730.8798828125,10903.169921875,10727.5302734375,10800.23046875,212820000
2001-02-21,10526.580078125,10746.2099609375,10520.26953125,10721.2900390625,219630000
2001-02-22,10526.8095703125,10566.1904296875,10372.4296875,10527.7998046875,278520000
2001-02-23,10441.900390625,10529.25,10294.009765625,10529.25,261840000
2001-02-26,10642.5302734375,10642.5302734375,10421.91015625,10447.58984375,243270000
2001-02-27,10636.8798828125,10698.4296875,10560.1201171875,10638.4404296875,239400000
2001-02-28,10495.2802734375,10684.76953125,10423.5,10639.3203125,253390000
2001-03-01,10450.1396484375,10493.25,10302.8896484375,10493.25,259030000
2001-03-02,10466.3095703125,10579.26953125,10302.0595703125,10438.0400390625,255120000
2001-03-05,10562.2998046875,10571.6201171875,10468.5302734375,10468.9296875,171780000
2001-03-06,10591.2197265625,10690.9296875,10570.169921875,10570.169921875,218690000
2001-03-07,10729.599609375,10731.48046875,10591.8603515625,10591.8603515625,238490000
2001-03-08,10858.25,10859.5,10711.2998046875,10727.16015625,216130000
2001-03-09,10644.6201171875,10850.1103515625,10579.26953125,10850.1103515625,280060000
2001-03-12,10208.25,10638.6298828125,10166.6201171875,10638.51953125,293230000
2001-03-13,10290.7998046875,10293.080078125,10108.08984375,10206.8896484375,281280000
2001-03-14,9973.4599609375,10279.419921875,9895.5703125,10279.419921875,307630000
2001-03-15,10031.2802734375,10097.73046875,9980.849609375,9982.919921875,233720000
2001-03-16,9823.41015625,10049.7197265625,9814.349609375,10023.5498046875,365020000
2001-03-19,9959.1103515625,9992.66015625,9794.0703125,9820.0498046875,239520000
2001-03-20,9720.759765625,10019.9404296875,9718.16015625,9961.1396484375,268070000
2001-03-21,9487.0,9719.4404296875,9461.5400390625,9717.4599609375,312960000
2001-03-22,9389.48046875,9497.7802734375,9106.5400390625,9490.66015625,416820000
2001-03-23,9504.7802734375,9529.400390625,9338.150390625,9395.580078125,377640000
2001-03-26,9687.5302734375,9724.8701171875,9509.25,9509.25,256080000
2001-03-27,9947.5400390625,9960.8798828125,9649.8095703125,9687.9296875,325020000
2001-03-28,9785.349609375,9941.2001953125,9695.8095703125,9941.2001953125,271130000
2001-03-29,9799.0595703125,9882.7998046875,9687.6103515625,9784.9404296875,250050000
2001-03-30,9878.7802734375,9908.1396484375,9760.6396484375,9799.4697265625,249000000
2001-04-02,9777.9296875,9992.5302734375,9705.0703125,9877.16015625,237210000
2001-04-03,9485.7099609375,9774.7802734375,9428.0703125,9774.7802734375,273290000
2001-04-04,9515.419921875,9625.900390625,9375.7197265625,9480.9501953125,301600000
2001-04-05,9918.0498046875,9929.7900390625,9527.2099609375,9527.2099609375,281710000
2001-04-06,9791.08984375,9913.9404296875,9698.0703125,9913.9404296875,270000000
2001-04-09,9845.150390625,9935.58984375,9775.7900390625,9793.580078125,208530000
2001-04-10,10102.740234375,10155.240234375,9849.5,9850.349609375,282830000
2001-04-11,10013.4697265625,10173.7900390625,9951.919921875,10109.0498046875,299280000
2001-04-12,10126.9404296875,10127.4599609375,9934.349609375,10013.080078125,215510000
2001-04-16,10158.5595703125,10184.650390625,10046.51953125,10118.16015625,195790000
2001-04-17,10216.73046875,10219.400390625,10075.5400390625,10151.73046875,234710000
2001-04-18,10615.830078125,10687.1396484375,10226.8798828125,10226.8798828125,461800000
2001-04-19,10693.7099609375,10694.240234375,10562.150390625,10616.08984375,332610000
2001-04-20,10579.849609375,10706.4697265625,10517.0703125,10690.330078125,324360000
2001-04-23,10532.23046875,10571.0,10483.23046875,10571.0,229400000
2001-04-24,10454.33984375,10636.91015625,10448.0302734375,10529.75,224220000
2001-04-25,10625.2001953125,10639.1904296875,10444.0595703125,10453.4296875,200210000
2001-04-26,10692.349609375,10766.98046875,10623.7099609375,10633.009765625,238630000
2001-04-27,10810.0498046875,10810.0498046875,10694.9501953125,10694.9501953125,222990000
2001-04-30,10734.9697265625,10906.41015625,10712.1904296875,10814.41015625,206420000
2001-05-01,10898.33984375,10904.2001953125,10731.4501953125,10734.0498046875,203770000
2001-05-02,10876.6796875,10939.2001953125,10802.5595703125,10902.76953125,228290000
2001-05-03,10796.650390625,10872.3203125,10723.5703125,10872.3203125,197610000
2001-05-04,10951.240234375,10958.1396484375,10673.2197265625,10793.2001953125,214010000
2001-05-07,10935.169921875,10995.2802734375,10893.58984375,10952.349609375,190710000
2001-05-08,10883.509765625,10946.8095703125,10819.8095703125,10936.66015625,192290000
2001-05-09,10866.98046875,10914.009765625,10800.9404296875,10875.9599609375,212720000
2001-05-10,10910.4404296875,10979.08984375,10868.7998046875,10868.8701171875,189970000
2001-05-11,10821.3095703125,10920.1396484375,10774.1298828125,10908.2998046875,174720000
